name,code,born
Kostas Tsimikas,GRE,1996
Kouadio Kone,FRA,2001
Kouadio-Yves Dabila,CIV,1997
Krepin Diatta,SEN,1999
Kristoffer Askildsen,NOR,2001
Kristoffer Nordfeldt,SWE,1989
Krisztofer Horvath,HUN,2002
Krzysztof Piatek,POL,1995
Kuki,ESP,1998
Kurt Zouma,FRA,1994
Kwadwo Asamoah,GHA,1988
Kwame Nsor,GHA,1992
Kwasi Okyere Wriedt,GHA,1994
Kwon Chang-hoon,KOR,1994
Kyle Bartley,ENG,1991
Kyle Edwards,ENG,1998
Kyle Lafferty,NIR,1987
Kyle Naughton,ENG,1988
Kyle Walker,ENG,1990
Kyle Walker-Peters,ENG,1997
Kylian Mbappe,FRA,1998
Kyriakos Papadopoulos,GRE,1992
Lacina Traore,CIV,1990
Ladislas Douniama,CGO,1986
Ladislav Krejci,CZE,1992
Lago Junior,CIV,1990
Lalaina Nomenjanahary,MAD,1986
Lamin Jallow,GAM,1994
Lamine Fomba,FRA,1998
Lamine Gassama,SEN,1989
Lamine Ghezali,FRA,1999
Lamine Gueye,SEN,1998
Lamine Kone,CIV,1989
Lamine Sane,SEN,1987
Landry Bonnefoi,FRA,1983
Landry Dimata,BEL,1997
Landry N'Guemo,CMR,1985
Larra,ESP,1997
Lars Bender,GER,1989
Lars Jacobsen,DEN,1979
Lars Lukas Mai,GER,2000
Lars Stindl,GER,1988
Lass Bangoura,GUI,1992
Lassana Coulibaly,MLI,1996
Lassana Diarra,FRA,1985
Lasse Schone,DEN,1986
Lasse Sobiech,GER,1991
Lasse Sorensen,DEN,1999
Laszlo Benes,SVK,1997
Laszlo Kleinheisler,HUN,1994
Laure,ESP,1985
Laurent Abergel,FRA,1993
Laurent Ciman,BEL,1985
Laurent Depoitre,BEL,1988
Laurent Dos Santos,FRA,1993
Laurent Jans,LUX,1992
Laurent Koscielny,FRA,1985
Laurent Pionnier,FRA,1982
Lautaro Martinez,ARG,1997
Lautaro Valenti,ARG,1999
Lauti,URU,2001
Layvin Kurzawa,FRA,1992
Lazar Markovic,SRB,1994
Lazar Samardzic,GER,2002
Lazaros Christodoulopoulos,GRE,1986
Leander Dendoncker,BEL,1995
Leandro Bacuna,CUW,1991
Leandro Barreiro Martins,LUX,2000
Leandro Cabrera,URU,1991
Leandro Castan,BRA,1986
Leandro Chichizola,ARG,1990
Leandro Damiao,BRA,1989
Leandro Greco,ITA,1986
Leandro Paredes,ARG,1994
Leandro Putaro,GER,1997
Leandro Trossard,BEL,1994
Lebo Mothiba,RSA,1996
Lebogang Phiri,RSA,1994
Ledian Memushaj,ALB,1986
Lee Cattermole,ENG,1988
Lee Chung-yong,KOR,1988
Lee Grant,ENG,1983
Lee Kangin,KOR,2001
Lee Peltier,ENG,1986
Lee Seung-woo,KOR,1998
Lee Tomlin,ENG,1989
Leif Davis,ENG,2000
Leighton Baines,ENG,1984
Lemouya Goudiaby,SEN,1997
Lennart Grill,GER,1999
Lennart Thy,GER,1992
Lennart-Marten Czyborra,GER,1999
Lenny Nangis,FRA,1994
Lenny Pintor,FRA,2000
Leo Baptistao,BRA,1992
Leo Bonatini,BRA,1994
Leo Duarte,BRA,1996
Leo Dubois,FRA,1994
Leo Lacroix,SUI,1992
Leo Sena,BRA,1995
Leo Stulac,SVN,1994
Leon Andreasen,DEN,1983
Leon Bailey,JAM,1997
Leon Balogun,NGA,1988
Leon Britton,ENG,1982
Leon Clarke,ENG,1985
Leon Dajaku,GER,2001
Leon Goretzka,GER,1995
Leon Guwara,GAM,1996
Leon Osman,ENG,1981
Leonardo Balerdi,ARG,1999
Leonardo Bittencourt,GER,1993
Leonardo Blanchard,ITA,1988
Leonardo Bonucci,ITA,1987
Leonardo Capezzi,ITA,1995
Leonardo Fontanesi,ITA,1996
Leonardo Koutris,GRE,1995
Leonardo Morosini,ITA,1995
Leonardo Pavoletti,ITA,1988
Leonardo Sernicola,ITA,1997
Leonardo Spinazzola,ITA,1993
Leonardo Suarez,ARG,1996
Leonardo Ulloa,ARG,1986
Leonel Vangioni,ARG,1987
Leopold Zingerle,GER,1994
Leroy Fer,NED,1990
Leroy Sane,GER,1996
Levan Mchedlidze,GEO,1990
Levent Aycicek,GER,1994
Levent Mercan,GER,2000
Levi Lumeka,ENG,1998
Levin Oztunali,GER,1996
Levy Madinda,GAB,1992
Lewis Baker,ENG,1995
Lewis Cook,ENG,1997
Lewis Dunk,ENG,1991
Lewis Grabban,ENG,1988
Lewis Holtby,GER,1990
Lewis Richardson,ENG,2003
Liam Bridcutt,SCO,1989
Liam Cooper,SCO,1991
Liam Delap,ENG,2003
Liam Henderson,SCO,1996
Liam Moore,JAM,1993
Liam Rosenior,ENG,1984
Libor Kozak,CZE,1989
Lica,POR,1988
Lilian Brassier,FRA,1999
Lilian Egloff,GER,2002
Lilian Fournier,FRA,1998
Lillo,ESP,1989
Lindsay Rose,MRI,1992
Lino Tempelmann,GER,1999
Linton Maina,GER,1999
Lionel Carole,FRA,1991
Lionel Mathis,FRA,1981
Lionel Messi,ARG,1987
Lionel Scaloni,ARG,1978
Lisandro Lopez,ARG,1989
Lisandro Magallan,ARG,1993
Ljubomir Fejsa,SRB,1988
Lloyd Isgrove,WAL,1993
Lloyd Kelly,ENG,1998
Lloyd Palun,GAB,1988
Lluis Lopez,ESP,1997
Lluis Sastre,ESP,1986
Loic Bade,FRA,2000
Loic Badiashile,FRA,1998
Loic Bessile,TOG,1999
Loic Damour,FRA,1991
Loic Mbe Soh,FRA,2001
Loic Perrin,FRA,1985
Loic Puyo,FRA,1988
Loic Remy,FRA,1987
Loick Landre,FRA,1992
Lois Diony,FRA,1992
Loren Moron,ESP,1993
Lorenco Simic,CRO,1996
Lorenzo Andrenacci,ITA,1995
Lorenzo Ariaudo,ITA,1989
Lorenzo Callegari,FRA,1998
Lorenzo Colombo,ITA,2002
Lorenzo Crisetig,ITA,1993
Lorenzo De Silvestri,ITA,1988
Lorenzo Del Pinto,ITA,1990
Lorenzo Di Livio,ITA,1997
Lorenzo Dickmann,ITA,1996
Lorenzo Insigne,ITA,1991
Lorenzo Lollo,ITA,1990
Lorenzo Montipo,ITA,1996
Lorenzo Pasciuti,ITA,1989
Lorenzo Pellegrini,ITA,1996
Lorenzo Pirola,ITA,2002
Lorenzo Rosseti,ITA,1994
Lorenzo Tonelli,ITA,1990
Lorenzo Venuti,ITA,1995
Lorik Cana,ALB,1983
Loris Benito,SUI,1992
Loris Karius,GER,1993
Loris Mouyokolo,CGO,2001
Losada,ESP,2001
Lossemy Karaboue,CIV,1988
Louis Beyer,GER,2000
Louis Carnot,FRA,2001
Louis Poggi,FRA,1984
Louis Schaub,AUT,1994
Loukas Vyntra,GRE,1981
Lovre Kalinic,CRO,1990
Luan Capanni,BRA,2000
Ľubomir Tupta,SVK,1998
Luc Castaignos,NED,1992
Luc Ihorst,GER,2000
Luca Antei,ITA,1992
Luca Antonelli,ITA,1987
Luca Antonini,ITA,1982
Luca Bittante,ITA,1993
Luca Caldirola,ITA,1991
Luca Ceppitelli,ITA,1989
Luca Checchin,ITA,1997
Luca Cigarini,ITA,1986
Luca Crecco,ITA,1995
Luca Crosta,ITA,1998
Luca Falbo,ITA,2000
Luca Gagliano,ITA,2000
Luca Garritano,ITA,1994
Luca Horn,GER,1998
Luca Kilian,GER,1999
Luca Lezzerini,ITA,1995
Luca Mack,GER,2000
Luca Marrone,ITA,1990
Luca Martinelli,ITA,1988
Luca Matarese,ITA,1998
Luca Mazzitelli,ITA,1995
Luca Mora,ITA,1988
Luca Netz,GER,2003
Luca Paganini,ITA,1993
Luca Pellegrini,ITA,1999
Luca Plogmann,GER,2000
Luca Ranieri,ITA,1999
Luca Rigoni,ITA,1984
Luca Rizzo,ITA,1992
Luca Rossettini,ITA,1985
Luca Sangalli,ESP,1995
Luca Siligardi,ITA,1988
Luca Sparandeo,ITA,1999
Luca Toni,ITA,1977
Luca Tremolada,ITA,1991
Luca Valls,FRA,1998
Luca Valzania,ITA,1996
Luca Vido,ITA,1997
Luca Vignali,ITA,1996
Luca Waldschmidt,GER,1996
Luca Zanimacchia,ITA,1998
Luca Zidane,FRA,1998
Luca-Milan Zander,GER,1995
Lucas Alario,ARG,1992
Lucas Barrios,PAR,1984
Lucas Biglia,ARG,1986
Lucas Boye,ARG,1996
Lucas Buades,FRA,1997
Lucas Castro,ARG,1989
Lucas Da Cunha,FRA,2001
Lucas Deaux,FRA,1988
Lucas Dias,FRA,1999
Lucas Digne,FRA,1993
Lucas Evangelista,BRA,1995
Lucas Felippe,BRA,2000
Lucas Gourna-Douath,FRA,2003
Lucas Hernandez,FRA,1996
Lucas Holer,GER,1994
Lucas Leiva,BRA,1987
Lucas Lima,BRA,1991
Lucas Martinez Quarta,ARG,1996
Lucas Mendes,BRA,1990
Lucas Moura,BRA,1992
Lucas Ocampos,ARG,1994
Lucas Olaza,URU,1994
Lucas Orban,ARG,1989
Lucas Paqueta,BRA,1997
Lucas Perez,ESP,1988
Lucas Perrin,FRA,1998
Lucas Piazon,BRA,1994
Lucas Ribeiro,BRA,1999
Lucas Silva,BRA,1993
Lucas Souza,BRA,1990
Lucas Torreira,URU,1996
Lucas Torro,ESP,1994
Lucas Tousart,FRA,1997
Lucas Vazquez,ESP,1991
Luciano,BRA,1993
Luciano Narsingh,NED,1990
Luciano Vietto,ARG,1993
Lucien Agoume,FRA,2002
Ludovic Ajorque,REU,1994
Ludovic Baal,GUF,1986
Ludovic Blas,FRA,1997
Ludovic Butelle,FRA,1983
Ludovic Obraniak,POL,1984
Ludwig Augustinsson,SWE,1994
Luigi Giorgi,ITA,1987
Luigi Sepe,ITA,1991
Luigi Vitale,ITA,1987
Luis Advincula,PER,1990
Luis Alberto,ESP,1992
Luis Farina,ARG,1991
Luis Henrique,BRA,2001
Luis Hernandez,ESP,1989
Luis Javier Suarez,COL,1997
Luis Martins,POR,1992
Luis Milla,ESP,1994
Luis Munoz,ESP,1997
Luis Muriel,COL,1991
Luis Pedro Cavanda,BEL,1991
Luis Perea,ESP,1997
Luis Perez,ESP,1995
Luis Rioja,ESP,1993
Luis Rojas,CHI,2002
Luis Suarez,URU,1987
Luisinho,POR,1985
Luismi,ESP,1992
Luiz Adriano,BRA,1987
Luiz Araujo,BRA,1996
Luiz Felipe,ITA,1997
Luiz Gustavo,BRA,1987
Luka Dorđevic,MNE,1994
Luka Jovic,SRB,1997
Luka Krajnc,SVN,1994
Luka Milivojevic,SRB,1991
Luka Modric,CRO,1985
Luka Romero,ARG,2004
Lukas Frode,GER,1995
Lukas Gortler,GER,1994
Lukas Haraslin,SVK,1996
Lukas Hinterseer,AUT,1991
Lukas Hradecky,FIN,1989
Lukas Jager,AUT,1994
Lukas Jutkiewicz,ENG,1989
Lukas Klostermann,GER,1996
Lukas Klunter,GER,1996
Lukas Kruse,GER,1983
Lukas Kubler,GER,1992
Lukas Lerager,DEN,1993
Lukas Muhl,GER,1997
Lukas Nmecha,GER,1998
Lukas Petkov,GER,2000
Lukas Podolski,GER,1985
Lukas Pokorny,CZE,1993
Lukas Rupp,GER,1991
Lukasz Fabianski,POL,1985
Lukasz Piszczek,POL,1985
Lukasz Skorupski,POL,1991
Lukasz Teodorczyk,POL,1991
Lukasz Zaluska,POL,1982
Luke Amos,ENG,1997
Luke Ayling,ENG,1991
Luke Dreher,ENG,1998
Luke Freeman,ENG,1992
Luke Garbutt,ENG,1993
Luke Shaw,ENG,1995
Luke Thomas,ENG,2001
Lumor Agbenyenu,GHA,1996
Luso,ESP,1984
Luuk de Jong,NED,1990
Lyanco,BRA,1997
Lyes Houri,FRA,1996
Lyle Foster,RSA,2000
Lynden Gooch,USA,1995
Lys Mousset,FRA,1996
M'Bala Nzola,ANG,1996
M'Baye Niang,SEN,1994
Maarten Stekelenburg,NED,1982
Maciej Rybus,POL,1989
Mads Albaek,DEN,1990
Mads Pedersen,DEN,1996
Mahamadou Doucoure,MLI,2000
Mahamadou N'Diaye,MLI,1990
Mahamane Traore,MLI,1988
Mahame Siby,MLI,1996
Mahdi Camara,FRA,1998
Mahdi Talal,FRA,1997
Mahir Saglik,TUR,1983
Mahmoud Dahoud,GER,1996
Maicon Sisenando,BRA,1981
Makhtar Gueye,SEN,1997
Makoto Hasebe,JPN,1984
Maksym Koval,UKR,1992
Malang Sarr,FRA,1999
Malcom,BRA,1997
Malick Thiaw,GER,2001
Malik Tchokounte,FRA,1988
Malo Gusto,FRA,2003
Mama Samba Balde,GNB,1995
Mamadou Coulibaly,SEN,1999
Mamadou Doucoure,FRA,1998
Mamadou Fofana,MLI,1998
Mamadou Kanoute,SEN,1993
Mamadou Kone,CIV,1991
Mamadou N'Diaye,SEN,1995
Mamadou Sakho,FRA,1990
Mamadou Samassa,MLI,1990
Mamadou Sylla,SEN,1994
Mamadou Tounkara,SEN,1996
Mame Baba Thiam,SEN,1992
Mame Biram Diouf,SEN,1987
Mamor Niang,SEN,2002
Mamoudou Karamoko,FRA,1999
Mana Dembele,MLI,1988
Mandela Egbo,ENG,1997
Mane,ESP,1981
Manolo Gabbiadini,ITA,1991
Manolo Portanova,ITA,2000
Manolo Reina,ESP,1985
Manu,ESP,1986
Manu del Moral,ESP,1984
Manu Garcia,ESP,1998
Manu Garcia,ESP,1986
Manu Gyabuaa,ITA,2001
Manu Herrera,ESP,1981
Manu Morlanes,ESP,1999
Manu Trigueros,ESP,1991
Manu Vallejo,ESP,1997
Manucho,ANG,1983
Manuel Akanji,SUI,1995
Manuel Cabit,MTQ,1993
Manuel Coppola,ITA,1982
Manuel Garrido,ESP,2000
Manuel Gasparini,ITA,2002
Manuel Gulde,GER,1991
Manuel Iturra,CHI,1984
Manuel Lanzini,ARG,1993
Manuel Lazzari,ITA,1993
Manuel Locatelli,ITA,1998
Manuel Neuer,GER,1986
Manuel Pablo,ESP,1976
Manuel Pasqual,ITA,1982
Manuel Perez,FRA,1991
Manuel Prietl,AUT,1991
Manuel Pucciarelli,ITA,1991
Manuel Sanchez,ESP,2000
Manuel Schmiedebach,GER,1988
Mapou Yanga-Mbiwa,FRA,1989
Maranhao,BRA,1996
Marash Kumbulla,ALB,2000
Marc Albrighton,ENG,1989
Marc Baro,ESP,1999
Marc Bartra,ESP,1991
Marc Cardona,ESP,1995
Marc Cucurella,ESP,1998
Marc Muniesa,ESP,1992
Marc Navarro,ESP,1995
Marc Pedraza,ESP,1987
Marc Planus,FRA,1982
Marc Pugh,ENG,1987
Marc Roca,ESP,1996
Marc Stendera,GER,1995
Marc Torrejon,ESP,1986
Marc Vucinovic,GER,1988
Marc Wilson,IRL,1987
Marc-Andre ter Stegen,GER,1992
Marc-Aurele Caillard,FRA,1994
Marc-Oliver Kempf,GER,1995
Marcel Benger,GER,1998
Marcel Buchel,LIE,1991
Marcel de Jong,CAN,1986
Marcel Halstenberg,GER,1991
Marcel Hartel,GER,1996
Marcel Heller,GER,1986
Marcel Hilbner,GER,1995
Marcel Ndjeng,CMR,1982
Marcel Risse,GER,1989
Marcel Sabitzer,AUT,1994
Marcel Schafer,GER,1984
Marcel Schmelzer,GER,1988
Marcel Sobottka,GER,1994
Marcel Tisserand,COD,1993
Marcell Jansen,GER,1985
Marcello Gazzola,ITA,1985
Marcello Trotta,ITA,1992
Marcelo,BRA,1988
Marcelo,BRA,1987
Marcelo Brozovic,CRO,1992
Marcelo Diaz,CHI,1986
Marcelo Estigarribia,PAR,1987
Marcelo Larrondo,CHI,1988
Marcelo Saracchi,URU,1998
Marcin Bulka,POL,1999
Marcin Kaminski,POL,1992
Marcin Wasilewski,POL,1980
Marco Andreolli,ITA,1986
Marco Asensio,ESP,1996
Marco Ballarini,ITA,2001
Marco Benassi,ITA,1994
Marco Bertini,ITA,2002
Marco Borriello,ITA,1982
Marco Brescianini,ITA,2000
Marco Calderoni,ITA,1989
Marco Capuano,ITA,1991
Marco Crimi,ITA,1990
Marco D'Alessandro,ITA,1991
Marco Fabian,MEX,1989
Marco Festa,ITA,1992
Marco Fossati,ITA,1992
Marco Friedl,AUT,1998
Marco Hoger,GER,1989
Marco John,GER,2002
Marco Majouga,FRA,2001
Marco Mancosu,ITA,1988
Marco Marchionni,ITA,1980
Marco Olivieri,ITA,1999
Marco Parolo,ITA,1985
Marco Reus,GER,1989
Marco Richter,GER,1997
Marco Russ,GER,1985
Marco Sailer,GER,1985
Marco Sau,ITA,1987
Marco Silvestri,ITA,1991
Marco Sportiello,ITA,1992
Marco Stiepermann,GER,1991
Marco Storari,ITA,1977
Marco Terrazzino,GER,1991
Marco Tumminello,ITA,1998
Marco van Ginkel,NED,1992
Marco Verratti,ITA,1992
Marco Zambelli,ITA,1985
Marcos Acuna,ARG,1991
Marcos Alonso,ESP,1990
Marcos Angeleri,ARG,1983
Marcos Llorente,ESP,1995
Marcos Mauro Lopez Gutierrez,ARG,1991
Marcos Rojo,ARG,1990
Marcus Bettinelli,ENG,1992
Marcus Coco,FRA,1996
Marcus Ingvartsen,DEN,1996
Marcus Rashford,ENG,1997
Marcus Rohden,SWE,1991
Marcus Thuram,FRA,1997
Marek Hamsik,SVK,1987
Marek Rodak,SVK,1996
Marek Suchy,CZE,1988
Mariano,BRA,1986
Mariano,DOM,1993
Mariano Andujar,ARG,1983
Mariano Barbosa,ARG,1984
Mariano Julio Izco,ARG,1983
Marijan gavar,BIH,1998
Marin Pongracic,CRO,1997
Mario Arques,ESP,1992
Mario Balotelli,ITA,1990
Mario Fernandez,ESP,1988
Mario Gaspar,ESP,1990
Mario Gomez,GER,1985
Mario Gonzalez,ESP,1996
Mario Gotze,GER,1992
Mario Hermoso,ESP,1995
Mario Lemina,GAB,1993
Mario Mandzukic,CRO,1986
Mario Pasalic,CRO,1995
Mario Rodriguez,ESP,1997
Mario Rui,POR,1991
Mario Sampirisi,ITA,1992
Mario Suarez,ESP,1987
Mario Vrancic,BIH,1989
Marios Oikonomou,GRE,1992
Marius Bulter,GER,1993
Marius Stankevicius,LTU,1981
Marius Wolf,GER,1995
Mariusz Stępinski,POL,1995
Mark Bunn,ENG,1984
Mark Flekken,NED,1993
Mark Kosznovszky,HUN,2002
Mark Noble,ENG,1987
Mark Schwarzer,AUS,1972
Mark Travers,IRL,1999
Mark Uth,GER,1991
Markel Areitio,ESP,1996
Markel Bergara,ESP,1986
Markel Susaeta,ESP,1987
Marko Arnautovic,AUT,1989
Marko Basa,MNE,1982
Marko Dmitrovic,SRB,1992
Marko Grujic,SRB,1996
Marko Jankovic,MNE,1995
Marko Livaja,CRO,1993
Marko Pajac,CRO,1993
Marko Pjaca,CRO,1995
Marko Rog,CRO,1995
Markus Feulner,GER,1982
Markus Henriksen,NOR,1992
Markus Schubert,GER,1998
Markus Steinhofer,GER,1986
Markus Suttner,AUT,1987
Marley Ake,FRA,2001
Marlon,BRA,1995
Marlon Frey,GER,1996
Marlon Ritter,GER,1994
Marlos Moreno,COL,1996
Marnon Busch,GER,1994
Marouane Chamakh,MAR,1984
Marouane Fellaini,BEL,1987
Marquinho,BRA,1986
Marquinhos,BRA,1994
Marshall Munetsi,ZIM,1996
Mart Ristl,GER,1996
Marten de Roon,NED,1991
Marten Winkler,GER,2002
Martin Agirregabiria,ESP,1996
Martin Braithwaite,DEN,1991
Martin Caceres,URU,1987
Martin Cranie,ENG,1986
Martin Demichelis,ARG,1980
Martin Dubravka,SVK,1989
Martin Erlic,CRO,1998
Martin Hansen,DEN,1990
Martin Harnik,AUT,1987
Martin Hinteregger,AUT,1992
Martin Hongla,CMR,1998
Martin Kelly,ENG,1990
Martin Lanig,GER,1984
Martin Mantovani,ARG,1984
Martin Merquelanz,ESP,1995
Martin Montoya,ESP,1991
Martin Odegaard,NOR,1998
Martin Olsson,SWE,1988
Martin Palumbo,NOR,2002
Martin Skrtel,SVK,1984
Martin Stranzl,AUT,1980
Martin Terrier,FRA,1997
Martin Valjent,SVK,1995
Martin Zubimendi,ESP,1999
Martinelli,BRA,2001
Marton Dardai,GER,2002
Marvelous Nakamba,ZIM,1994
Marvin,ESP,2000
Marvin Bakalorz,GER,1989
Marvin Compper,GER,1985
Marvin Ducksch,GER,1994
Marvin Emnes,NED,1988
Marvin Friedrich,GER,1995
Marvin Gakpa,FRA,1993
Marvin Martin,FRA,1988
Marvin Matip,CMR,1985
Marvin Plattenhardt,GER,1992
Marvin Schulz,GER,1995
Marvin Sordell,ENG,1991
Marvin Tshibuabua,FRA,2002
Marvin Wanitzek,GER,1993
Marvin Zeegelaar,NED,1990
Marwin Hitz,SUI,1987
Masaya Okugawa,JPN,1996
Mason Greenwood,ENG,2001
Mason Holgate,ENG,1996
Mason Mount,ENG,1999
Massadio Haidara,MLI,1992
Massimiliano Carlini,ITA,1986
Massimiliano Mangraviti,ITA,1998
Massimo Bruno,BEL,1993
Massimo Coda,ITA,1988
Massimo Gobbi,ITA,1980
Massimo Maccarone,ITA,1979
Massimo Volta,ITA,1987
Massimo Zappino,BRA,1981
Matej Vydra,CZE,1992
Mateo Garcia,ARG,1996
Mateo Klimowicz,GER,2000
Mateo Kovacic,CRO,1994
Mateo Musacchio,ARG,1990
Mateo Pavlovic,BIH,1990
Mateu Morey,ESP,2000
Mateusz Klich,POL,1990
Matheus Carvalho,BRA,1992
Matheus Cunha,BRA,1999
Matheus Fernandes,BRA,1998
Matheus Pereira,POR,1996
Matheus Pereira da Silva,BRA,1998
Mathew Leckie,AUS,1991
Mathew Ryan,AUS,1992
Mathias Autret,FRA,1991
Mathias Jensen,DEN,1996
Mathias Jorgensen,DEN,1990
Mathias Olivera,URU,1997
Mathias Pereira Lage,POR,1996
Mathias Serin,FRA,1991
Mathias Suarez,URU,1996
Mathieu Bodmer,FRA,1982
Mathieu Cafaro,FRA,1997
Mathieu Coutadeur,FRA,1986
Mathieu Debuchy,FRA,1985
Mathieu Deplagne,FRA,1991
Mathieu Dossevi,TOG,1988
Mathieu Duhamel,FRA,1984
Mathieu Flamini,FRA,1984
Mathieu Goncalves,FRA,2001
Mathieu Gorgelin,FRA,1990
Mathieu Michel,FRA,1991
Mathieu Peybernes,FRA,1990
Mathieu Valbuena,FRA,1984
Mathys Saban,FRA,2002
Matias Aguirregaray,URU,1989
Matias Fernandez,CHI,1986
Matias Kranevitter,ARG,1993
Matias Nahuel,ESP,1996
Matias Silvestre,ARG,1984
Matias Vargas,ARG,1997
Matias Vecino,URU,1991
Matija Nastasic,SRB,1993
Matis Carvalho,POR,1999
Mato Jajalo,BIH,1988
Matondo-Merveille Papela,GER,2001
Mats Hummels,GER,1988
Mats Moller Daehli,NOR,1995
Matt Doherty,IRL,1992
Matt Grimes,ENG,1995
Matt Jarvis,ENG,1986
Matt Miazga,USA,1995
Matt Phillips,SCO,1991
Matt Ritchie,SCO,1989
Matt Targett,ENG,1995
Matt Worthington,ENG,1997
Matteo Ahlinvi,BEN,1999
Matteo Bianchetti,ITA,1993
Matteo Brighi,ITA,1981
Matteo Ciofani,ITA,1988
Matteo Darmian,ITA,1989
Matteo Fedele,SUI,1992
Matteo Gabbia,ITA,1999
Matteo Guendouzi,FRA,1999
Matteo Lovato,ITA,2000
Matteo Mancosu,ITA,1984
Matteo Pessina,ITA,1997
Matteo Politano,ITA,1993
Matteo Ricci,ITA,1994
Matteo Ruggeri,ITA,2002
Matteo Scozzarella,ITA,1988
Matteo Tramoni,FRA,2000
Matthew Hoppe,USA,2001
Matthew Longstaff,ENG,2000
Matthew Lowton,ENG,1989
Matthew Pennington,ENG,1994
Matthew Taylor,ENG,1981
Matthew Upson,ENG,1979
Matthias Bader,GER,1997
Matthias Ginter,GER,1994
Matthias Lehmann,GER,1983
Matthias Ostrzolek,GER,1990
Matthias Phaeton,GLP,2000
Matthias Zimmermann,GER,1992
Matthieu Dreyer,FRA,1989
Matthieu Saunier,FRA,1990
Matthieu Udol,FRA,1996
Matthijs de Ligt,NED,1999
Matthis Abline,FRA,2003
Mattia Aramu,ITA,1995
Mattia Bani,ITA,1993
Mattia Caldara,ITA,1994
Mattia Cassani,ITA,1983
Mattia De Sciglio,ITA,1992
Mattia Destro,ITA,1991
Mattia Pagliuca,ITA,2002
Mattia Perin,ITA,1992
Mattia Sprocati,ITA,1993
Mattia Valoti,ITA,1993
Mattia Vitale,ITA,1997
Mattia Viviani,ITA,2000
Mattia Zaccagni,ITA,1995
Mattias Svanberg,SWE,1999
Matty Cash,POL,1997
Matty Daly,ENG,2001
Matty James,ENG,1991
Matuzalem,BRA,1980
Matz Sels,BEL,1992
Maurice Dale,FRA,1985
Maurice Hirsch,GER,1993
Maurice Multhaup,GER,1996
Mauricio,BRA,1988
Mauricio Cuero,COL,1993
Mauricio Isla,CHI,1988
Mauricio Lemos,URU,1995
Mauricio Pinilla,CHI,1984
Maurizio Domizzi,ITA,1980
Maurizio Pugliesi,ITA,1976
Mauro Antonio Burruchaga,ARG,1998
Mauro Arambarri,URU,1995
Mauro dos Santos,ARG,1989
Mauro Goicoechea,URU,1988
Mauro Icardi,ARG,1993
Mauro Vigorito,ITA,1990
Mauro Zarate,ARG,1987
Max Aarons,ENG,2000
Max Besuschkow,GER,1997
Max Christiansen,GER,1996
Max Gradel,CIV,1987
Max Grun,GER,1987
Max Kilman,ENG,1997
Max Kruse,GER,1988
Max Lowe,ENG,1997
Max Meyer,GER,1995
Max Thompson,ENG,2002
Maxence Caqueret,FRA,2000
Maxence Lacroix,FRA,2000
Maxence Rivera,FRA,2002
Maxi Gomez,URU,1996
Maxi Lopez,ARG,1984
Maxime Baca,FRA,1983
Maxime Barthelme,FRA,1988
Maxime Busi,BEL,1999
Maxime Dupe,FRA,1993
Maxime Gonalons,FRA,1989
Maxime Le Marchand,FRA,1989
Maxime Lestienne,BEL,1992
Maxime Lopez,FRA,1997
Maxime Pelican,FRA,1998
Maxime Poundje,FRA,1992
Maxime Spano,ALG,1994
Maximilian Arnold,GER,1994
Maximilian Beier,GER,2002
Maximilian Beister,GER,1990
Maximilian Eggestein,GER,1996
Maximilian Mittelstadt,GER,1997
Maximilian Philipp,GER,1994
Maximilian Wober,AUT,1998
Maximiliano Moralez,ARG,1987
Maximiliano Olivera,URU,1992
Maxwel Cornet,CIV,1996
Maxwell,BRA,1981
Maxwell Acosty,GHA,1991
Maya Yoshida,JPN,1988
Maynor Figueroa,HON,1983
Mayoro N'Doye,SEN,1991
Mbaye Diagne,SEN,1991
Mbwana Samatta,TAN,1992
McDonald Mariga,KEN,1987
Medhi Benatia,MAR,1987
Mehdi Abeid,ALG,1992
Mehdi Bourabia,MAR,1991
Mehdi Carcela,MAR,1989
Mehdi Chahiri,MAR,1996
Mehdi Lacen,ALG,1984
Mehdi Leris,FRA,1998
Mehdi Merghem,FRA,1997
Mehdi Mostefa,ALG,1983
Mehdi Tahrat,ALG,1990
Mehdi Zeffane,ALG,1992
Mehdi Zerkane,ALG,1999
Mehmet-Can Aydin,GER,2002
Melayro Bogarde,NED,2002
Melker Hallberg,SWE,1995
Melvin Bard,FRA,2000
Melvyn Lorenzen,UGA,1994
Memphis Depay,NED,1994
Mensur Mujdza,BIH,1984
Mergim Mavraj,ALB,1986
Mergim Vojvoda,KVX,1995
Merih Demiral,TUR,1998
Meritan Shabani,ALB,1999
Mert Muldur,TUR,1999
Merveille Ndockyt,CGO,1998
Mesut Ozil,GER,1988
Metehan Guclu,TUR,1999
Mevlut Erdinc,TUR,1987
Mexer,MOZ,1988
Micah Richards,ENG,1988
Michael Carrick,ENG,1981
Michael Chretien,MAR,1984
Michael Ciani,FRA,1984
Michael Dawson,ENG,1983
Michael Doughty,WAL,1992
Michael Duff,NIR,1978
Michael Esser,GER,1987
Michael Essien,GHA,1982
Michael Folivi,ENG,1998
Michael Frey,SUI,1994
Michael Gregoritsch,AUT,1994
Michael Hector,JAM,1992
Michael Hefele,GER,1990
Michael Heinloth,GER,1992
